Codepoint,Hanzi,pinyin,Traditional Variant,Simplified Variant,Definition
U+64B8,撸,lū,擼,,
U+64BC,撼,hàn,,,"move, shake; (Cant.) to fight"
U+64BE,撾,wō,,挝,to beat; to strike
U+64BF,撿,jiǎn,,捡,to pick up
U+64C0,擀,gǎn,,,roll flat
U+64C1,擁,yōng,,拥,"embrace, hug, squeeze; crowd"
U+64C2,擂,léi,,,"rub, grind; grind with a mortar and pestle; triturate"
U+64C4,擄,lǔ,,掳,"capture, seize"
U+64C5,擅,shàn,,,monopolize; claim; arbitrarily; to dare
U+64C7,擇,zé,,择,"select, choose, pick out"
U+64CA,擊,jī,,击,"strike, hit, beat; attack, fight"
U+64CB,擋,dǎng,,挡,to obstruct; shut out; shelter from; keep off; stop; resist
U+64CD,操,cāo,,,"conduct, run, control, manage"
U+64CE,擎,qíng,,,"lift up, hold up, support"
U+64D2,擒,qín,,,"catch, capture, seize, arrest"
U+64D4,擔,dān,,担,"carry, bear, undertake"
U+64D8,擘,bò,,,"thumb; break, tear open, rip"
U+64DA,據,jù,,据,"to occupy, take possession of; a base"
U+64E0,擠,jǐ,,挤,"crowd, squeeze, push against"
U+64E2,擢,zhuó,,,"pull up, draw up; select"
U+64E6,擦,cā,,,"wipe, scrub, rub, scour; brush"
U+64EC,擬,nǐ,,拟,"draft; intend, plan, propose"
U+64F0,擰,níng,,拧,"pinch; twist, wring; determined"
U+64F1,擱,gē,,搁,"place, put, lay down; delay"
U+64F2,擲,zhì,,掷,"throw (down), hurl, cast, fling"
U+64F4,擴,kuò,,扩,"expand, enlarge, stretch"
U+64F7,擷,xié,,撷,"pick up, gather up; hold in lap"
U+64FA,擺,bǎi,,摆,"put, place; display; swing, sway"
U+64FB,擻,sǒu,,擞,"shake, tremble, quake; flutter"
U+64FE,擾,rǎo,,扰,"disturb, annoy, agitate"
U+6500,攀,pān,,,climb; pull; hang on to
U+650F,攏,lǒng,,拢,"collect, bring together"
U+6512,攒,zǎn,攢,,"save, hoard"
U+6514,攔,lán,,拦,"obstruct, impede, bar, hinder"
U+6518,攘,rǎng,,,"seize, take by force; repel"
U+6519,攙,chān,,搀,"to give a helping hand; to support, hold up"
U+651C,攜,xié,,携,"lead by hand, take with; carry"
U+651D,攝,shè,,摄,"take in, absorb; act as deputy; administer, assist"
U+6522,攢,zǎn,,攒,"save, hoard"
U+6524,攤,tān,,摊,"spread out, open; apportion"
U+6525,攥,zuàn,,,(coll.) hold; grip; grasp
U+652A,攪,jiǎo,,搅,"disturb, agitate, stir up"
U+652B,攫,jué,,,"snatch away, seize; catch with"
U+652C,攬,lǎn,,揽,"grasp, take hold of; monopolize"
U+652F,支,zhī,,,"disperse, pay; support; branch"
U+6535,攵,pū,,,"rap, tap; radical number 66"
U+6536,收,shōu,,,"gather together, collect; harvest"
U+6538,攸,yōu,,,"distant, far; adverbial prefix"
U+6539,改,gǎi,,,"change, alter; improve, remodel"
U+653B,攻,gōng,,,"attack, assault; criticize"
U+653E,放,fàng,,,"put, release, free, liberate"
U+653F,政,zhèng,,,"government, political affairs"
U+6545,故,gù,,,"ancient, old; reason, because"
U+6548,效,xiào,,,"result, effect; effectiveness"
U+654C,敌,dí,敵,,"enemy, foe, rival; resist"
U+654F,敏,mǐn,,,"fast, quick, clever, smart"
U+6551,救,jiù,,,"save, rescue, relieve; help, aid"
U+6555,敕,chì,,,an imperial order or decree
U+6556,敖,áo,,,"ramble, play about; leisurely; surname"
U+6557,敗,bài,,败,"be defeated, decline, fail"
U+6558,敘,xù,,叙,"express, state, relate, narrate"
U+6559,教,jiào,,,"teach, class"
U+655B,敛,liǎn,斂,,"draw back, fold back; collect"
U+655D,敝,bì,,,"break, destroy; broken, tattered"
U+655E,敞,chǎng,,,"roomy, spacious, open, broad"
U+6562,敢,gǎn,,,"to dare, venture; bold, brave"
U+6563,散,sàn,,,"scatter, disperse, break up"
U+6566,敦,dūn,,,"esteem; honest, candid, sincere"
U+656C,敬,jìng,,,"respect, honor; respectfully"
U+6570,数,shù,"数,數",数,"number; several, count; fate"
U+6572,敲,qiāo,,,"strike, beat, pound, hammer; rap"
U+6574,整,zhěng,,,"orderly, neat, tidy; whole"
U+6575,敵,dí,,敌,"enemy, foe, rival; resist"
U+6577,敷,fū,,,"spread, diffuse; apply, paint"
U+6578,數,shù,,数,number; several; count; fate
U+6582,斂,liǎn,,敛,"draw back, fold back; collect"
U+6583,斃,bì,,毙,kill; die violent death
U+6587,文,wén,,,"literature, culture, writing"
U+6589,斉,qí,,,"even, uniform, of equal length"
U+658B,斋,zhāi,"斋,齋",斋,vegetarian diet; study
U+658C,斌,bīn,,,"refined, having both appearance"
U+658E,斎,zhāi,,,vegetarian diet; study
U+6590,斐,fěi,,,"graceful, elegant, beautiful"
U+6591,斑,bān,,,"mottled, striped, freckle"
U+6593,斓,lán,斕,,multicolored
U+6595,斕,lán,,斓,multicolored
U+6597,斗,dòu dǒu,"斗,鬥",斗,"a dipper; unit of volume (ten 升 or litres); Kangxi radical 68; 8th lunar mansion, determinative star φ Sagittarii"
U+6599,料,liào,,,"consider, conjecture; materials, ingredients"
U+659C,斜,xié,,,"slanting, sloping, inclined"
U+659F,斟,zhēn,,,to pour wine or tea into a cup; to gauge
U+65A1,斡,wò,,,"revolve, rotate, turn"
U+65A4,斤,jīn,,,"a catty (approximately 600 g); an axe; keen, shrewd; Kangxi radical 69"
U+65A5,斥,chì,,,"to scold, upbraid, accuse, reproach"
U+65A7,斧,fǔ,,,"axe, hatchet; chop, hew"
U+65A9,斩,zhǎn,斬,,"cut, chop, sever; behead"
U+65AC,斬,zhǎn,,斩,"cut, chop, sever; behead"
U+65AD,断,duàn,"断,斷",断,"sever, cut off; interrupt"
U+65AF,斯,sī,,,"this, thus, such; to lop off; emphatic particle"
U+65B0,新,xīn,,,"new, recent, fresh, modern"
U+65B7,斷,duàn,,断,"sever, cut off; interrupt"
U+65B9,方,fāng,,,"a square, rectangle; a region; local"
U+65BC,於,yú,,于,"in, at, on; interjection alas!"
U+65BD,施,shī,,,"grant, bestow; give; act; name"
U+65C1,旁,páng,,,"side; by side, close by, near"
U+65C5,旅,lǚ,,,"trip, journey; travel; traveler; hexagram ䷷"
U+65CB,旋,xuán,"旋,鏇",旋,"revolve, move in orbit; return"
U+65CE,旎,nǐ,,,fluttering of flag; romantic
U+65CF,族,zú,,,"a family clan, ethnic group, tribe"
U+65D6,旖,yǐ,,,romantic; tender; charming
U+65D7,旗,qí,,,"banner, flag, streamer"
U+65E0,无,wú,"无,無",无,"negative, no, not; Kangxi radical 71"
U+65E2,既,jì,,,already; de facto; since; then
U+65E5,日,rì,,,sun; day; daytime
U+65E6,旦,dàn,,,dawn; morning; day
U+65E7,旧,jiù,舊,,"old, ancient; former, past"
U+65E8,旨,zhǐ,,,"purpose, aim; excellent"
U+65E9,早,zǎo,,,early; soon; morning
U+65EC,旬,xún,,,ten-day period; period of time
U+65ED,旭,xù,,,rising sun; brilliance; radiant
U+65F1,旱,hàn,,,drought; dry; dry land
U+65F3,旳,dì,,,"possessive, adjectival suffix"
U+65F6,时,shí,"时,時",时,"time, season; era, age, period"
U+65F7,旷,kuàng,"旷,曠",旷,"extensive, wide, broad; empty"
U+65FA,旺,wàng,,,prosper; prosperous; increase
U+65FB,旻,mín,,,heaven
U+6600,昀,yún,,,sun light; used in personal names
U+6602,昂,áng,,,"rise, raise; proud, bold; upright"
U+6606,昆,kūn,,,elder brother; descendants
U+6607,昇,shēng,,,"rise, ascent; peaceful; peace"
U+660A,昊,hào,,,summer time; sky; heaven
U+660C,昌,chāng,,,"light of sun; good, proper"
U+660E,明,míng,,,"bright, light, brilliant; clear"
U+660F,昏,hūn,,,"dusk, nightfall, twilight, dark"
U+6613,易,yì,,,change; easy
U+6614,昔,xī,,,formerly; ancient; in beginning
U+6615,昕,xīn,,,dawn; early morning; day
U+6619,昙,tán,曇,,"become cloudy, overcast"
U+661C,昜,yáng,,𠃓,"to open out, to expand; bright, glorious"
U+661F,星,xīng,,,"a star, planet; any point of light; 25th lunar mansion, determinative star α Hydrae (Alphard)"
U+6620,映,yìng,,,project; reflect light
U+6625,春,chūn,,,spring; wanton
U+6627,昧,mèi,,,"obscure, dark; darken"
U+6628,昨,zuó,,,"yesterday; in former times, past"
U+662D,昭,zhāo,,,"bright, luminous; illustrious"
U+662F,是,shì,,,"indeed, yes, right; to be; demonstrative pronoun, this, that"
U+6631,昱,yù,,,"bright light, sunlight; dazzling"
U+6634,昴,mǎo,,,"18th lunar mansion, determinative star 17 Tauri (Electra)"
U+6635,昵,nì,,,"intimate, close; approach"
U+6636,昶,chǎng,,,a long day. bright. extended. clear
U+663A,昺,bǐng,,,"bright, glorious; brilliant"
U+663C,昼,zhòu,"昼,晝",昼,"daytime, daylight"
U+663E,显,xiǎn,顯,,"manifest, display; evident, clear"
U+6642,時,shí,,时,"time, season; era, age, period"
U+6643,晃,huǎng,,,"bright, dazzling; to sway, shake"
U+6649,晉,jìn,,晋,"advance, increase; promote; hexagram ䷢"
U+664B,晋,jìn,"晉,晋",晋,"advance, increase; promote"
U+664F,晏,yàn,,,"peaceful, quiet; clear; late in the day"
U+6652,晒,shài,"晒,曬",晒,"dry in sun, expose to sun"
U+6653,晓,xiǎo,曉,,"dawn, daybreak; clear, explicit"
U+6655,晕,yūn,暈,,"halo in sky; fog; dizzy, faint"
U+6656,晖,huī,暉,,"sunshine; light, bright, radiant"
U+6657,晗,hán,,,pre-dawn
U+665A,晚,wǎn,,,"night, evening; late"
U+665D,晝,zhòu,,昼,"daytime, daylight"
U+665F,晟,chéng,,,"clear, bright; splendor, brightness"
U+6664,晤,wù,,,have interview with; meet
U+6666,晦,huì,,,"dark, unclear, obscure; night"
U+6668,晨,chén,,,"early morning, daybreak"
U+666E,普,pǔ,,,"universal, general, widespread"
U+666F,景,jǐng,,,"scenery, view; conditions"
U+6670,晰,xī,,,"clear, evident; clearly"
U+6674,晴,qíng,,,"clear weather, fine weather"
U+6676,晶,jīng,,,"crystal; clear, bright; radiant"
U+6678,晸,zhěng,,,appearance of the sun
U+667A,智,zhì,,,"wisdom, knowledge, intelligence"
U+667E,晾,liàng,,,air-dry; sun-dry
U+6682,暂,zàn,暫,,temporary
U+6684,暄,xuān,,,"warm, comfortable; warm, genial"
U+6687,暇,xiá,,,"leisure, relaxation, spare time"
U+6688,暈,yūn,,晕,"halo in sky; fog; dizzy, faint"
U+6689,暉,huī,,晖,"sunshine; light, bright, radiant"
U+668C,暌,kuí,,,in opposition; distant from; separated
U+6691,暑,shǔ,,,hot
U+6696,暖,nuǎn,,,"warm, genial"
U+6697,暗,àn,,,"dark; obscure; in secret, covert"
U+6698,暘,yáng,,旸,rising sun; sunshine
U+66A2,暢,chàng,,畅,"smoothly, freely, unrestrained"
U+66A8,暨,jì,,,"and; attain, reach; confines"
U+66AB,暫,zàn,,暂,temporary
U+66AE,暮,mù,,,"evening, dusk, sunset; ending"
U+66B1,暱,nì,,,"intimate, close; approach"
U+66B4,暴,bào,,,"violent, brutal, tyrannical"
U+66B9,暹,xiān,,,"rise; advance, go forward"
U+66BE,暾,tūn,,,"morning sun, sunrise"
U+66C6,曆,lì,,历,"calendar, era"
U+66C7,曇,tán,,昙,"become cloudy, overcast"
U+66C9,曉,xiǎo,,晓,"dawn, daybreak; clear, explicit"
U+66D9,曙,shǔ,,,"bright, light of rising sun"
U+66DC,曜,yào,,,"glorious, as sun; daylight, sunlight; one of the seven planets of pre-modern astronomy (the sun, the moon, Mercury, Venus, Mars, Jupiter, and Saturn)"
U+66DD,曝,pù,,,"sun, air in sun, expose or dry in the sun"
U+66E0,曠,kuàng,,旷,"extensive, wide, broad; empty"
U+66E6,曦,xī,,,"sunlight, sunshine, early dawn"
U+66EC,曬,shài,,晒,"dry in sun, expose to sun"
U+66F0,曰,yuē,,,say; Kangxi radical 73
U+66F2,曲,qū,"曲,麯",曲,"crooked, bent; wrong, false"
U+66F3,曳,yè,,,"trail, tow, drag, pull"
U+66F4,更,gèng,,,"more, still further, much more; to change, alter"
U+66F8,書,shū,,书,"book, letter, document; writings"
U+66F9,曹,cáo,,,ministry officials; surname
U+66FC,曼,màn,,,"long, extended, vast; beautiful"
U+66FE,曾,céng,,,already; sign of past
U+66FF,替,tì,,,"change, replace, substitute for"
U+6700,最,zuì,,,"most, extremely, exceedingly"
U+6703,會,huì,,会,"to assemble, meet together; a meeting; an organization"
U+6708,月,yuè,,,moon; month; Kangxi radical 74
U+6709,有,yǒu,,,"have, own, possess; exist"
U+670B,朋,péng,,,"friend, pal, acquaintance"
U+670D,服,fú,,,"clothes; wear, dress"
U+6710,朐,qú,,,warm
U+6714,朔,shuò,,,first day of lunar month; the north
U+6717,朗,lǎng,,,"clear, bright; distinct"
U+671B,望,wàng,,,"to look at, look forward; to hope, expect"
U+671D,朝,cháo,,,dynasty; morning
U+671F,期,qī,,,period of time; date; time limit
U+6725,朥,láo,,𦛨,
U+6726,朦,méng,,,condition or appearance of moon
U+6727,朧,lóng,,胧,condition or appearance of moon
U+6728,木,mù,,,"tree; wood, lumber; wooden"
U+672A,未,wèi,,,not yet; eighth earthly branch
U+672B,末,mò,,,"final, last, end; insignificant"
U+672C,本,běn,,,"root, origin, source; basis"
U+672D,札,zhá,,,"letter, note; correspondence"
U+672F,术,shù,"术,術",术,"art, skill, special feat; method, technique"
U+6731,朱,zhū,"朱,硃",朱,"cinnabar, vermilion; surname"
U+6734,朴,pǔ,"朴,樸",朴,"simple, unadorned; sincere; surname; a tree"
U+6735,朵,duǒ,,,cluster of flowers; earlobe
U+673A,机,jī,"机,機",机,desk; machine; moment
U+673D,朽,xiǔ,,,"decayed, rotten; rot, decay"
U+6740,杀,shā,殺,,"kill, slaughter, murder; hurt"
U+6742,杂,zá,雜,,"mixed, blended; mix, mingle"
U+6743,权,quán,"权,權",权,"power, right, authority"
U+6746,杆,gān,"杆,桿",杆,pole; shaft of spear
U+6749,杉,shān,,,various species of pine and fir
U+674E,李,lǐ,,,plum; judge; surname
U+674F,杏,xìng,,,apricot; almond
U+6750,材,cái,,,"material, stuff; timber; talent"
U+6751,村,cūn,,,"village, hamlet; uncouth, vulgar"
U+6756,杖,zhàng,,,"cane, walking stick"
U+675C,杜,dù,,,"stop, prevent; restrict; surname"
U+675E,杞,qǐ,,,willow; medlar tree; a small feudal state (Qi)
U+675F,束,shù,,,"bind, control, restrain; bale"
U+6760,杠,gàng,,,"lever, pole, crowbar; sharpen"
U+6761,条,tiáo,條,,"clause, condition; string, stripe"
U+6765,来,lái,來,,"come, coming; return, returning"
U+6768,杨,yáng,楊,,"willow, poplar, aspen; surname"
U+676A,杪,miǎo,,,"tip of twig, top of tree; twig"
U+676D,杭,háng,,,cross stream; navigate
U+676F,杯,bēi,,,"cup, glass"
U+6770,杰,jié,"傑,杰",杰,"hero; heroic, outstanding"
U+6771,東,dōng,,东,"east, eastern, eastward"
U+6774,杴,xiān,,,shovel; trough used to carry water
U+6777,杷,pá,,,loquat
U+677E,松,sōng,"松,鬆",松,pine tree; fir tree
U+677F,板,bǎn,"板,闆",板,"plank, board; iron or tin plate"
U+6781,极,jí,"极,極",极,"extreme, utmost, furthest, final"
U+6784,构,gòu,"构,構",构,"frame, building, structure"
U+6787,枇,pí,,,loquat
U+6789,枉,wǎng,,,"useless, in vain; bent, crooked"
U+6790,析,xī,,,split wood; break apart; divide
U+6795,枕,zhěn,,,pillow
U+6797,林,lín,,,"forest, grove; surname"
U+679A,枚,méi,,,"stalk of shrub, trunk of tree"
U+679C,果,guǒ,,,fruit; result
U+679D,枝,zhī,,,"branches, limbs; branch off"
U+679E,枞,cōng,樅,,fir tree
U+67A2,枢,shū,樞,,door hinge; pivot; center of power
U+67A3,枣,zǎo,棗,,"date tree; dates, jujubes; surname"
U+67AA,枪,qiāng,槍,,"spear, lance; gun, rifle"
U+67AB,枫,fēng,楓,,maple tree
U+67AD,枭,xiāo,梟,,an owl ; ill-omen
U+67AF,枯,kū,,,"dried out, withered, decayed"
U+67B1,枱,tái,,,"a table, desk"
U+67B6,架,jià,,,"rack, stand, prop; prop up"
U+67B7,枷,jiā,,,cangue scaffold
U+67B8,枸,gǒu,,,kind of aspen found in Sichuan
U+67B9,枹,bāo,,,drumstick
U+67C4,柄,bǐng,,,"handle, lever, knob; authority"
U+67CF,柏,bǎi bó,,,"cypress, cedar"
U+67D0,某,mǒu,,,certain thing or person
U+67D1,柑,gān,,,"tangerine, loose-skinned orange"
U+67D2,柒,qī,,,number seven
U+67D3,染,rǎn,,,dye; be contagious; infect
U+67D4,柔,róu,,,"soft; gentle, pliant"
U+67DA,柚,yòu,,,"pomelo, grapefruit"
U+67DC,柜,guì,"柜,櫃",柜,"cabinet, cupboard; shop counter"
U+67DE,柞,zhà,,,oak; spinous evergreen tree; to clear away trees
U+67E0,柠,níng,檸,,lemon
U+67E5,查,chá,,,"investigate, examine, seek into"
U+67E9,柩,jiù,,,coffin which contains corpse
U+67EC,柬,jiǎn,,,"letter, invitation; choose"
U+67EF,柯,kē,,,"axe-handle; stalk, bough; surname"
U+67F1,柱,zhù,,,"pillar, post; support; lean on"
U+67F3,柳,liǔ,,,"willow tree; pleasure; 24th lunar mansion, determinative star δ Hydrae"
U+67F4,柴,chái,,,"firewood, faggots, fuel"
U+67F5,柵,shān,,栅,fence; palisade; grid
U+67FF,柿,shì,,,persimmon
U+6803,栃,lì,,,type of oak; stable
U+6805,栅,zhà,"柵,栅",栅,fence; palisade; grid
U+6807,标,biāo,"标,標",标,"mark, symbol, label, sign; stand the bole of a tree"
U+6808,栈,zhàn,棧,,"warehouse; tavern, inn"
U+6809,栉,zhì,櫛,,"comb; comb out; weed out, eliminate"
U+680B,栋,dòng,棟,,main beams supporting house
U+680F,栏,lán,欄,,"railing, balustrade; animal pen"
U+6811,树,shù,樹,,"tree; plant; set up, establish"
U+6813,栓,shuān,,,"wooden peg, post or stick"
U+6816,栖,qī,"栖,棲",栖,perch; roost; stay
U+6817,栗,lì,"慄,栗",栗,"chestnut tree, chestnuts; surname"
U+6821,校,xiào,,,school; military field officer
U+6822,栢,bǎi,,,"cypress, cedar"
U+6829,栩,xǔ,,,"species of oak; be glad, be pleased"
U+682A,株,zhū,,,numerary adjunct for trees; root
U+6837,样,yàng,樣,,"shape, form, pattern, style"
U+6838,核,hé,,,"seed, kernel, core, nut; atom"
U+6839,根,gēn,,,"root, base(d on); foundation"
U+683C,格,gé,,,"pattern, standard, form; style"
U+683D,栽,zāi,,,"to cultivate, plant; to care for plants"
U+683E,栾,luán,"栾,欒",栾,name of tree; a part of cornice
U+6840,桀,jié,,,chicken roost; ancient emperor
U+6841,桁,héng,,,cross-beams of roof
U+6842,桂,guì,,,cassia or cinnamon
U+6843,桃,táo,,,peach; marriage; surname
U+6845,桅,wéi,,,mast of ship
U+6846,框,kuàng kuāng,,,frame; framework; door frame
U+6848,案,àn,,,"table, bench; legal case"
U+6849,桉,ān,,,eucalyptus
U+684C,桌,zhuō,,,"table, desk, stand"
U+684E,桎,zhì,,,"fetters, shackles, handcuffs"
U+6850,桐,tóng,,,name applied various trees
U+6851,桑,sāng,,,mulberry tree; surname
U+6853,桓,huán,,,variety of tree; surname
U+6854,桔,jié,,,Chinese bellflower; well-swept; the inner fibers of corn-stalks
U+6862,桢,zhēn,楨,,"hardwood; supports, posts"
U+6863,档,dàng,檔,,"shelf; frame, crosspiece"
U+6865,桥,qiáo,橋,,"bridge; beam, crosspiece"
U+6866,桦,huà,樺,,type of birch
U+6867,桧,guì,檜,,"Chinese cypress, Chinese juniper"
U+6868,桨,jiǎng,槳,,"oar, paddle"
U+6869,桩,zhuāng,樁,,"stake, post; affair, matter"
U+6876,桶,tǒng,,,"pail, bucket, tub; cask, keg"
U+687F,桿,gǎn,,杆,pole; stick; club; pole as unit
U+6881,梁,liáng,,,bridge; beam; rafters; surname
U+6885,梅,méi,,,plums; prunes; surname
U+688F,梏,gù,,,"handcuffs, manacles, fetters"
U+6893,梓,zǐ,,,"Chinese catalpa, Catalpa ovata"
U+6897,梗,gěng,,,"stem of flower, branch of plant"
U+689D,條,tiáo,,条,"clause, condition; string, stripe"
U+68A2,梢,shāo,,,pointed tip of something long like a branch; rudder
U+68A6,梦,mèng,"夢,梦",梦,dream; visionary; wishful
U+68A7,梧,wú,,,"Chinese parasol tree, Sterculia platanifolia"
U+68A8,梨,lí,,,"pear; opera; cut, slash"
U+68AD,梭,suō,,,weaver's shuttle; go to and fro
U+68AF,梯,tī,,,"ladder, steps, stairs; lean"
U+68B0,械,xiè,,,"weapons; implements, instruments"
U+68B3,梳,shū,,,comb; brush
U+68B5,梵,fàn,,,"Buddhist, Sanskrit"
U+68B6,梶,wěi,,,"oar, shaft"
U+68BD,梽,zhì,,,place name in Hunan
U+68BF,梿,lián,槤,,a flail
U+68C0,检,jiǎn,檢,,check; examine
U+68C2,棂,líng,欞,,carved or patterned window sills
U+68C4,棄,qì,,弃,"reject, abandon, discard"
U+68C9,棉,mián,,,cotton; cotton padded
U+68CB,棋,qí,,,chess; any game similar to chess
U+68CD,棍,gùn,,,"stick, cudgel; scoundrel"
U+68D2,棒,bàng,,,"stick, club, truncheon; hit"
U+68D5,棕,zōng,,,hemp palm; palm tree
U+68D7,棗,zǎo,,枣,"date tree; dates, jujubes; surname"
U+68D8,棘,jí,,,"jujube tree; thorns, brambles"
U+68DA,棚,péng,,,"tent, awning; booth; shed"
U+68DF,棟,dòng,,栋,the main beams supporting a house
U+68E0,棠,táng,,,crab apple tree; wild plums
U+68E7,棧,zhàn,,栈,"warehouse; tavern, inn"
U+68E8,棨,qǐ,,,tally or wooden pass
U+68EE,森,sēn,,,forest; luxuriant vegetation
U+68F1,棱,léng,,,"squared timber; angle, edge"
U+68F2,棲,qī,,栖,perch; roost; stay
U+68F5,棵,kē,,,numerary adjunct for trees
U+68FA,棺,guān,,,coffin
U+6905,椅,yǐ,,,"chair, seat"
U+690B,椋,liáng,,,fruit
U+690D,植,zhí,,,"plant, trees, plants; grow"
U+690E,椎,zhuī,,,"hammer, mallet; vertebra"
U+6910,椐,jū,,,
U+6912,椒,jiāo,,,"pepper, spices"
U+692A,椪,pèng,,,"Machilus nanmu, variety of evergreen"
U+692D,椭,tuǒ,橢,,"oval-shaped, elliptical, tubular"
U+6930,椰,yē,,,"palm tree, coconut palm"
U+693F,椿,chūn,,,father; a plant with white flowers
U+6942,楂,zhā,,,"a raft, to hew, to fell trees"
U+694A,楊,yáng,,杨,"willow, poplar, aspen; surname"
U+6953,楓,fēng,,枫,maple tree
U+6954,楔,xiē,,,wedge; gatepost; foreword
U+695A,楚,chǔ,,,name of feudal state; clear
U+695E,楞,léng,,,used for Ceylon in Buddhist texts
U+6960,楠,nán,,,"name of tree, Machilus nanmu"
U+6963,楣,méi,,,crossbeam above or under gate
U+696B,楫,jí,,,"oar, paddle"
U+696D,業,yè,,业,"profession, business, trade"
U+696F,楯,dùn shǔn,,,shield; horizontal bar
U+6973,楳,méi,,,plums; prunes; surname
U+6975,極,jí,,极,"extreme, utmost, furthest, final"
U+6977,楷,kǎi,,,model style of Chinese writing
U+6978,楸,qiū,,,"Mallotus japonicus, East Asian mallotus, (J) akamegashiwa"
U+6979,楹,yíng,,,"column, pillar; numerary adjunct"
U+697C,楼,lóu,"楼,樓",楼,building of two or more stories
U+697D,楽,lè,,,"happy, glad; enjoyable; music"
U+6980,榀,pǐn,,,classifier for roof beams
U+6982,概,gài,,,"generally, approximately"
U+6984,榄,lǎn,欖,,olive
U+6986,榆,yú,,,elm tree
U+6988,榈,lǘ,櫚,,palm
